Sõna,Sõnaliik,Muuttüüp
mahutavus,"S,S","11,9"
mahuti,S,1
mahutu,A,1
mahutus,S,11
mahvak,S,2
mahvima,V,28
mahv,S,22
Maia,H,16
maialt,D,-
maia,S,16
maias,A,7
maiasmokk,S,22
maidel,S,2
maid jagama,V,27
Maidla,H,16
Maido,H,16
Maie,H,16
maigutama,V,27
maigutus,S,11
Mai,H,26
maika,S,16
maikelluke,S,12
maik,S,22
Maikop,H,22
maikuu,S,26
Maila,H,16
mailane,"S,S","12,10"
mailer,S,2
mail,S,22
maimik,S,2
maim,S,22
Maimu,H,16
maimuke,S,12
Maina,H,16
mainekaim,U,2
mainekas,A,2
Maine,H,22
maine,S,6
maine,A,10
mainet rikkuma,V,28
mainima,V,28
mainimine,S,12
mainimisi,D,-
mainimisväärne,A,2
mainimisväärt,D,-
mainitud,A,2
mainitu,S,1
mainitus,"S,S","11,9"
Main,H,22
Mainor,H,2
maipõrnikas,S,2
Maire,H,16
mai,S,26
maiselt,D,-
maisi,D,-
maisine,A,10
maisipaber,S,2
maismaa,S,26
mais,S,22
maistud,A,2
maistu,S,1
maisus,"S,S","11,9"
mait,S,22
Mait,H,22
maitseaine,S,6
maitseasi,S,24
maitsekalt,D,-
maitsekas,A,2
maitsekus,S,11
maitselagedalt,D,-
maitselagedus,S,11
maitselage,A,2
maitselisand,S,2
maitse,S,6
maitsema,V,28
maitsepuudus,"S,S","11,9"
maitserikas,A,7
maitserikkalt,D,-
maitseroheline,S,12
maitsestama,V,27
maitsestuma,V,27
maitsetaim,S,22
maitsetu,A,1
maitsetult,D,-
maitsetunne,S,6
maitsetus,S,11
maitsevaene,A,10
maitsevaeselt,D,-
maitsevaesus,"S,S","11,9"
maitsev,A,2
maitsi,D,-
maitsma,V,32
maitsmine,"S,S","12,10"
maitsvalt,D,-
maitsvam,C,2
maitsvus,"S,S","11,9"
Maiu,H,16
maiusasi,S,24
maius,"S,S","11,9"
maiuspala,S,17
maiusroog,S,22
maiustama,V,27
maiustamine,S,12
maiustus,S,11
majaalune,A,10
majadaam,S,22
majadevaheline,A,12
majaelanik,S,25
majaema,S,17
majaemand,S,2
majaesine,A,10
majahaldjas,S,2
majahoidja,S,1
majahärra,S,16
majakarp,S,22
majakas,S,2
majakatus,S,9
majake,S,12
majaklamp,S,22
majakondne,A,2
majakord,S,22
majaline,S,12
maja,S,17
majamuuseum,"S,S","19,2"
majamädik,S,2
majamärk,S,22
majanaaber,S,2
majandama,V,27
majandamine,S,12
majandamiskulu,S,17
majand,S,2
majandusaasta,S,1
majandusaktiivsus,"S,S","11,9"
majandusanalüüs,S,22
majandusareng,S,2
majandusdirektor,S,2
majandusekspert,S,22
majanduselu,S,17
majandusharidus,S,11
majandusharu,S,17
majandusidee,S,26
majandusjuhataja,S,1
majanduskasv,S,22
majanduskeskkond,S,22
majanduskomisjon,S,19
majanduskoostöö,S,26
majanduskriis,S,22
majanduskulu,S,17
majanduskuritegu,S,18
majandusküsimus,S,11
majanduslangus,"S,S","11,9"
majandusleht,S,22
majanduslikkus,"S,S","11,9"
majanduslik,A,25
majanduslikult,D,-
majandus,S,11
majandusmees,S,13
majandusministeerium,"S,S","19,2"
majandusminister,S,2
majandusnõunik,S,25
majandusnäitaja,S,1
majandusolukord,S,22
majandusosakond,S,22
majanduspoliitika,S,1
majanduspoliitiline,A,12
majanduspolitsei,S,26
majandusprobleem,S,22
majandusreform,S,22
majandusringkond,S,22
majandusruum,S,22
majandussanktsioon,S,22
majandusseis,S,22
majandussituatsioon,S,22
majandusstruktuur,S,22
majandussuhe,S,6
majandussüsteem,S,22
majandusteadlane,"S,S","12,10"
majandusteaduskond,S,22
majandustegevus,S,11
majandustulemus,S,11
majandusuudis,S,9
majanumber,S,2
majanurk,S,22
majanääts,S,22
majaomanik,S,25
majaosa,S,17
majaperemees,S,13
majaperenaine,S,12
majapidajanna,S,16
majapidaja,S,1
majapidamine,S,12
majapidamistarve,S,6
majapool,S,13
majaproua,S,16
majarahvas,S,7
majasein,"S,S","23,22"
majasõber,S,24
majatalitaja,S,1
majataoline,A,12
majavaim,S,22
majavalitsus,S,11
majavanamees,S,13
majavein,S,22
majaümbrus,"S,S","11,9"
majesteetlikkus,S,11
majesteetlik,A,25
majesteetlikult,D,-
majesteet,S,22
majonees,S,22
majoolika,S,1
majoraan,S,22
majoraat,S,22
majordoomus,"S,S","11,9"
majoritaarne,A,2
majoriteet,S,22
major,S,2
majuline,S,12
majunema,V,27
Majuro,H,16
majuskel,S,2
majutama,V,27
majutamine,S,12
majutuma,V,27
majutusasutus,S,11
majutus,S,11
majutusteenus,S,9
makaak,S,22
makaron,S,19
Makarova,H,1
maka,S,16
makedoonia,G,-
Makedoonia,H,1
makedoonlane,"S,S","12,10"
makedoonlanna,S,16
Makejevka,H,1
maketeerima,V,28
makett,S,22
make-up,S,22
makjavellism,S,22
makk,S,22
mako,S,16
makra,S,1
makrell,S,22
makrokosmos,"S,S","11,9"
makromajanduslik,A,25
makroon,S,22
makro,S,16
makroskoopiline,A,12
maksakarva,A,-
maksane,A,10
maksatsirroos,S,22
maksegraafik,S,2
maksejõuetu,A,1
maksejõuetus,S,11
maksejõuline,"A,A","12,10"
maksejõulisus,S,11
makse,S,6
makseseiskamine,S,12
maksesoodustus,S,11
maksevahend,S,2
maksev,A,2
maksev olema,V,36
maksevõimeline,A,12
maksevõimelisus,"S,S","11,9"
maksevõimetu,A,1
maksevõimetus,S,11
maksiim,S,22
maksimaalkiirus,"S,S","11,9"
maksimaalne,A,2
maksimaalselt,D,-
maksimalism,S,22
maksimalist,S,22
maksimeerima,V,28
Maksim,H,22
Maksimova,H,1
maksimumkaristus,S,11
maksimum,S,19
maksimumprogramm,S,22
maksi,S,16
maksja,S,1
maksma hakkama,V,29
maks,S,22
maks,S,22
maksma,V,32
maksmaminek,S,2
maksmapanek,S,2
maksma panema,V,36
maksmine,"S,S","12,10"
makstav,A,2
maksualune,A,10
maksuamet,S,2
maksuga,A,-
maksujõuetu,A,1
maksujõuetus,S,11
maksujõuline,"A,A","12,10"
maksujõulisus,S,11
maksukohustuslane,S,12
maksukohustus,S,11
maksukoormus,"S,S","11,9"
maksuline,A,12
maksumaksja,S,1
maksumus,S,11
maksumärgistama,V,27
maksumärk,S,22
maksumäär,S,22
maksundus,S,11
maksupoliitika,S,1
maksuseadus,"S,S","11,9"
maksusoodustus,S,11
maksustama,V,27
maksustamine,S,12
maksustamishind,S,22
maksustatav,A,2
maksustus,S,11
maksusüsteem,S,22
maksuta,A,-
maksuteade,S,6
maksuteatis,"S,S","11,9"
maksuvabalt,D,-
maksuvaba,A,17
maksuvõlg,S,22
maksvaks pidama,V,28
maksvel,D,-
maksvele,D,-
maksvell,S,22
maksvel olema,V,36
maksvusetu,A,1
maksvusetus,S,11
maksvus,"S,S","11,9"
maksvust kaotama,V,27
makulatuur,S,22
malaaria,S,1
Malabo,H,16
malagass,S,22
malahhiit,S,22
malai,G,-
malailane,"S,S","12,10"
malailanna,S,16
malaisia,G,-
Malaisia,H,1
Malaka,H,16
malakas,S,2
malamuut,S,22
Malawi,H,16
malbe,A,1
malbelt,D,-
malbus,"S,S","11,9"
maldama,V,29
maldamatu,A,1
maldamatus,"S,S","11,9"
maldamine,S,12
Maldiiv,H,22
Male,H,16
malejumalanna,S,16
malelaud,S,22
male,S,16
malemees,S,13
malemängija,S,1
malemäng,S,22
malend,S,2
malenupp,S,22
maleselts,S,22
maletaja,S,1
maletama,V,27
malet mängima,V,28
maleturniir,S,22
malevkond,S,22
malevlane,S,12
malev,S,2
maleülesanne,S,6
malgutama,V,27
malibu,G,-
Malibu,H,26
malid,S,17
Mali,H,16
malka andma,V,34
malk,S,22
Malle,H,16
malleus,S,11
Mall,H,22
mall,S,22
Mallorca,H,16
malm,S,22
malmne,A,2
Malmö,H,16
malnis,A,7
malta,G,-
Malta,H,16
maltalane,S,12
maltodekstriin,S,22
maltoosa,S,16
maltoos,S,22
malts,S,22
maltsvetlane,"S,S","12,10"
Maltsvet,H,22
maltusiaan,S,22
maltusianism,S,22
maltuslane,S,12
Malviin,H,22
mambo,S,16
mamelukk,S,22
mammaal,S,22
mammapoeg,S,22
mamma,S,16
mammatütar,S,8
mammi,S,16
mamm,S,22
mammobuss,S,22
mammograafia,S,1
mammonahimu,S,17
mammonajaht,S,22
mammonaorjus,"S,S","11,9"
mammonateener,S,2
mammon,S,2
mammut,S,2
mampel,S,2
mampsel,S,2
mamps,S,22
mamsel,S,2
manageerima,V,28
Manager,H,19
Managua,H,1
manaja,S,1
manalamees,S,13
manalane,S,12
manala,S,1
manalasse varisema,V,27
manalatee,S,26
Manama,H,1
mana,S,17
manama,V,27
manasõna,S,17
Manche,H,22
Manchester,H,2
man,D,-
mandaatkomisjon,S,19
mandaat,S,22
mandariin,S,22
mandel,S,2
mander,S,2
mandlisilm,S,22
mandlivohand,S,2
mandoliin,S,22
mandoola,S,16
mandrijää,S,26
mandriline,A,12
mandrill,S,22
mandripoolne,A,2
mandžu,S,16
Mandžuuria,H,1
manduma,V,27
mandumine,S,12
mandunud,A,2
mandunu,S,1
manduvus,S,11
maneeritsema,V,27
maneerlik,A,25
maneer,S,22
maneež,S,22
manerism,S,22
mangaan,S,22
manganiit,S,22
manga,S,16
mango,S,16
mangroov,S,22
manguja,S,1
manguma,V,28
mangust,S,2
Manhattan,H,2
maniakaalne,A,2
maniakk,S,22
manifestant,S,22
manifestatsioon,S,22
manifesteerima,V,28
manifest,S,22
maniilovlik,A,25
maniilovlus,S,11
maniküürima,V,28
maniküür,S,22
Manila,H,16
Manilaid,H,22
manilla,S,16
maniokk,S,22
manipulaator,S,2
manipulatsioon,S,22
manipuleerima,V,28
manipuleerimine,S,12
manipuleeritav,A,2
manisk,S,2
manitseja,S,1
manitsema,V,27
manitsemine,S,12
manitsevalt,D,-
manitsus,S,11
man,K,-
mankurt,S,22
Man,H,22
mannakreem,S,22
mannapuder,S,24
manna,S,16
mannavaht,S,22
mannekeen,S,22
mannerg,S,2
mannermaa,S,26
manner,S,3
mannetu,A,1
mannetult,D,-
mannetus,S,11
Mannheim,H,22
Manni,H,16
Mann,H,22
mann,S,22
manomeeter,S,2
mansardkorrus,S,9
mansard,S,22
mansa,S,16
mansetinööp,S,22
mansett,S,22
mansi,S,16
mant,D,-
mantel,S,2
manteluks,S,14
mantilja,S,16
mantiss,S,22
mant,K,-
mantlihõlm,S,22
mantlipärija,S,1
mant,S,22
mantoo,S,26
mantra,S,1
manuaal,S,22
manuaalne,A,2
manu,D,-
manufaktuur,S,22
manu,K,-
manukas,S,2
manulane,S,12
manuline,S,12
manulus,S,11
manuskript,S,22
manus,S,9
manustama,V,27
manustus,S,11
manööverdama,V,27
manööverdus,S,11
manööver,S,2
maohaavand,S,2
maokas,A,2
maokatarr,S,22
maoldama,V,27
maoli,D,-
maoori,S,16
maotaoline,"A,A","12,10"
maotu,A,1
maotult,D,-
maotus,"S,S","11,9"
maotäis,S,14
mapp,S,22
Mappoint,H,22
Maputo,H,16
marabu,S,1
marakratt,S,22
maral,S,2
maran,S,2
marasm,S,22
maratonijooksja,S,1
maratonimees,S,13
maratonirada,S,18
maratonlane,S,12
maraton,S,19
maratoonar,S,2
Marburg,H,22
Marco,H,16
Marcus,"H,H","11,9"
mardikas,S,2
mardikuu,S,26
mardipäev,S,22
mardisant,S,22
marditama,V,27
Mardo,H,16
mardus,S,9
Mare,H,16
Marek,H,2
marengo,S,16
Maret,H,2
margaline,S,12
margane,S,10
margapuu,S,26
Margareeta,H,16
Margareta,H,16
margariin,S,22
Margarita,H,16
Marge,H,16
margieelistus,S,11
margikoguja,S,1
margikollektsionäär,S,22
marginaal,S,22
marginaalne,A,2
marginaliseeruma,V,27
margistama,V,27
margistus,S,11
Margit,H,2
margivein,S,22
Margna,H,1
Margot,H,26
Margot,H,2
Margus,H,9
Maria,H,16
Marianna,H,16
Marianne,H,16
Marie,H,16
Mari,H,16
marihuaana,S,16
mariinne,A,2
marijas,A,2
Marika,H,1
marimaa,G,-
Marimaa,H,26
mari,S,24
mari,S,17
marinaadileem,S,14
marinaad,S,22
Marina,H,16
marineerima,V,28
marineeruma,V,27
marinism,S,22
Marino,H,16
Mario,H,1
marionetlik,A,25
marionett,S,22
marionettvalitsus,S,11
maritiimne,A,2
Mariupol,H,2
marjakorjaja,S,1
marjaks,D,-
marjanaine,S,12
marjandus,S,11
marjane,A,10
marjapõõsas,S,7
marjas,S,9
marjatee,S,26
Marje,H,16
Marju,H,16
marjuke,S,12
marjuline,S,12
markantne,A,2
markantselt,D,-
markantsem,C,2
markantsus,"S,S","11,9"
markeerima,V,28
markeering,S,2
marker,S,2
marketing,S,22
market,S,2
Marketplace,H,22
marketrii,S,26
markii,S,26
markiis,S,22
markisett,S,22
markitant,S,22
mark,S,22
mark,S,22
Mark,H,22
Marko,H,16
markomann,S,22
Markova,H,1
marksismivastane,A,10
marksism,S,22
marksistlik,A,25
marksist,S,22
Markus,H,9
marköör,S,22
Marlboro,H,16
marli,S,16
Marmara,H,16
marmelaadine,A,10
marmelaad,S,22
marmordama,V,27
marmorjas,A,2
marmor,S,2
marodeerima,V,28
marodöörlus,"S,S","11,9"
marodöör,S,22
maroko,G,-
Maroko,H,16
marokolane,S,12
marokolanna,S,16
marokään,S,22
marraskil,D,-
marraskile,D,-
marraskile tõmbama,V,29
marraskil olema,V,36
marrask,S,2
marrasnahk,S,22
marrastama,V,27
marrastuma,V,27
marrastus,S,11
marrism,S,22
marru ajama,V,27
marru minema,V,36
marsa,S,16
Marseille,H,26
Marshall,H,22
marsisamm,S,22
marsisammul käima,V,38
marslane,"S,S","12,10"
Mars,H,22
marsruuter,S,2
marsruutima,V,28
marsruut,S,22
marsruuttakso,S,16
marssal,S,2
marssija,S,1
marssima,V,28
marssimine,S,12
marss,"S,I",22
Marta,H,16
Marten,H,2
martiini,S,16
Martina,H,16
Martinique,H,22
Martin,H,2
Martinson,H,19
Mart,H,22
mart,S,22
Martna,H,16
martsipan,S,19
Martti,H,16
martüürium,"S,S","19,2"
maruhein,"S,S","23,22"
maruline,A,12
maruliselt,D,-
maru,S,17
maruma,V,27
marune,A,10
marurahvuslane,S,12
marurahvuslus,S,11
marus,A,-
marutaud,S,22
marutsema,V,27
marutsus,S,11
marutuli,S,20
marutuul,S,13
marutõbine,A,10
maruvahva,A,1
maruvihane,A,10
Marvi,H,16
Marx,H,22
Mary,H,16
Maryland,H,22
masajalg,S,22
masajalgne,A,2
masajas,A,2
masendama,V,27
masendatud,A,2
masendatult,D,-
masendavalt,D,-
masendav,A,2
masenduma,V,27
masendunult,D,-
masendus,S,11
maser,S,2
Maseru,H,16
masinaehitus,S,11
masinajuht,S,22
masinakiri,S,24
masinakirjutaja,S,1
masinaklass,S,22
masinamees,S,13
masinameister,S,2
masinatehas,S,9
masinavärk,S,22
masinaühistu,S,1
masindama,V,27
Masing,H,2
masininimene,S,12
masinist,S,22
masinlikkus,"S,S","11,9"
masinlik,A,25
masinlikult,D,-
masin,S,2
masinpestav,S,2
Maskat,H,2
maskeerima,V,28
maskeerimine,S,12
maskeering,S,2
maskeeruma,V,27
maskeraad,S,22
maskiball,S,22
maskipidu,S,18
maskitama,V,27
mask,S,22
maskott,S,22
maskuleeruma,V,27
maskuliin,S,22
maskuliinne,A,2
maskuliinseks muutuma,V,27
maskuliinselt,D,-
maskuliinsus,"S,S","11,9"
maskulinism,S,22
masohhism,S,22
Masqaţ,H,2
massaaži tegema,V,28
massaaž,S,22
Massachusetts,H,2
masseerima,V,28
masseerimine,S,12
massiivistama,V,27
massiiv,S,22
massiivne,A,2
massiline,A,12
massiliselt,D,-
massilisus,"S,S","11,9"
massimeedia,S,1
massiorganisatsioon,S,22
massirepressioon,S,22
massisport,S,22
massistseen,S,22
massistuma,V,27
massiteabevahend,S,2
massiteave,S,6
mass,S,22
massoon,S,22
massöör,S,22
mastaapima,V,28
mastaap,S,22
mastaapne,A,2
mastif,S,2
mastiks,S,2
mastitipp,S,22
mast,S,22
mastodon,S,19
masturbatsioon,S,22
masturbeerima,V,28
masurka,S,16
masu,S,16
masuurikas,S,2
masuur,S,22
masuut,S,22
Mazda,H,16
Mažeikiai,H,26
mažoor,S,22
mažoorne,A,2
matadoor,S,22
matakas,S,2
matar,S,8
Matautu,H,16
Matâutu,H,16
mateeria,S,1
matemaatikaeksam,S,2
matemaatika,S,1
matemaatikaõpetaja,S,1
matemaatik,S,2
matemaatiline,A,12
matematiseerima,V,28
materdama,V,27
materdamine,S,12
materiaalne,A,2
materiaalseks muutuma,V,27
materiaalselt,D,-
materialiseerima,V,28
materialiseeruma,V,27
materialism,S,22
materialistlik,A,25
materialist,S,22
materjal,S,19
mate,S,16
Mati,H,16
matilt,D,-
matimees,S,13
matinee,S,26
matine,A,10
matistama,V,27
matistus,S,11
mativili,S,24
Matjama,H,1
matja,S,1
matkaja,S,1
matkaklubi,S,17
matkamaja,S,17
matkama,V,29
matkamees,S,13
matkamine,S,12
matkapood,S,22
matkija,S,1
matkima,V,28
matkimine,S,12
matkis,S,9
matk,S,22
matma,V,35
matmine,S,12
matmiskoht,S,22
matmispaik,S,22
matriarhaalne,A,2
matriarhaat,S,22
matriarh,S,22
matriits,S,22
matrikkel,S,2
matrjoška,S,16
matroon,S,22
matsakas,S,2
matsalka,S,16
matsalu,G,-
Matsalu,H,16
matsa,S,16
matsatama,V,27
matsatus,S,11
matslikkus,"S,S","11,9"
matslik,A,25
matslikult,D,-
matslus,"S,S","11,9"
Mats,H,22
mats,S,22
mats,S,22
matsti,D,-
matsuma,V,28
matsutama,V,27
matsutus,S,11
matšeete,S,16
matš,S,22
Matteus,H,9
mattev,A,2
Matthew,H,26
Matti,H,16
mattklaas,S,22
matt,S,22
mattuma,V,27
matusejoot,S,22
matusekell,S,22
matusekõne,S,16
matuselaud,S,22
matuseline,S,12
matusepaik,S,22
matusepidu,S,18
matusepilt,S,22
matuseplats,S,22
matusepäev,S,22
matuserahvas,S,7
matuserongkäik,S,22
matuserong,S,22
matusetalitus,S,11
matus,S,9
Maua,H,16
mauh,I,-
mauhti,D,-
mauk,S,22
Mauna Loa,H,26
Mauno,H,16
Maunu,H,16
mauritaania,G,-
Mauritaania,H,1
mauritiuse,G,-
Mauritius,H,9
maur,S,22
mauser,S,2
mausoleum,S,22
Max,H,22
Maydell,H,22
Mayen,H,2
Mayotte,H,22
Mbabane,H,16
Mcdonald,H,2
Mcdonalds,H,2
Mckinley,H,16
meander,S,2
Mecklenburg,H,22
Mecklenburg-Vorpommern,H,2
medaliheitlus,"S,S","11,9"
medalimees,S,13
medalimõte,S,6
medaliomanik,S,25
medalisaak,S,22
medalist,S,22
medalivõit,S,22
medaljon,S,19
medal,S,2
mediaalne,A,2
mediaan,S,22
mediaanne,A,2
Media,H,16
medievaal,S,22
medikament,S,22
medikamentoosne,A,2
meditatiivne,A,2
meditatsioon,S,22
mediteerima,V,28
mediteerimine,S,12
meditsiiniinstrument,S,22
meditsiinikool,S,22
meditsiiniline,A,12
meditsiinistama,V,27
meditsiiniteenistus,S,11
meditsiinitelk,S,22
meditsiiniõde,S,18
meditsiin,S,22
medrese,S,1
medtöötaja,S,1
meduus,S,22
medvend,S,22
medõde,S,18
meede,S,5
meediakanal,S,2
meediamull,S,22
meedia,S,1
meediasündmus,"S,S","11,9"
meedik,S,2
meedium,"S,S","19,2"
Meegaste,H,1
Meeksi,H,16
meelakkumine,S,12
meelalt,D,-
meelas,A,7
meelde jätma,V,35
meelde jääma,V,37
meeldejäävam,C,2
meeldejääv,A,2
meeldesööbiv,A,2
meelde tulema,V,36
meelde tuletama,V,27
meeldetuletus,S,11
meelde turgatama,V,27
meeldima,V,27
meeldimine,S,12
meeldimus,S,11
meeldivaim,U,2
meeldivalt,D,-
meeldivam,C,2
meeldiv,A,2
meeldivus,S,11
meelduma,V,27
meeldumus,S,11
meele-ausus,"S,S","11,9"
meeleavaldaja,S,1
meeleavaldus,S,11
meelega,D,-
meelehaigus,"S,S","11,9"
meelehea,S,26
meeleheide,S,6
meeleheites,D,-
meeleheitlik,A,25
meeleheitlikult,D,-
meelehärm,S,22
meelekibedusega,D,-
meelekibedus,S,11
meelekindel,A,2
meelekindlalt,D,-
meelekindlus,"S,S","11,9"
meelekoht,S,22
meelekujutus,S,11
meelelaad,S,22
meelelahutuslik,A,25
meelelahutus,S,11
meelelahutusprogramm,S,22
meeleldi,D,-
meeleliigutus,S,11
meeleline,A,12
meelelisus,"S,S","11,9"
meelemuutus,"S,S","11,9"
meelemõistuseta,A,-
meelemõistus,"S,S","11,9"
meelemõrudus,S,11
meelemärkusele tulema,V,36
meelemärkuseta,A,-
meelemärkusetu,A,1
meelemärkusetus,"S,S","11,9"
meelemärkus,"S,S","11,9"
meelemärkust kaotama,V,27
meelemürk,S,22
meelenukrus,"S,S","11,9"
meeleolukalt,D,-
meeleolukas,A,2
meeleolu,S,17
meeleolus,D,-
meeleolustama,V,27
meeleolutsema,V,27
meelepaha,S,17
meelepahatorm,S,22
meelepete,S,6
meelepärane,A,10
meelepärast,D,-
meelerahu,S,17
meelerahu rikkuma,V,28
meeles mõlkuma,V,28
meelespealill,S,22
meelespea,S,26
meeles pidama,V,28
meelespidamine,S,12
meeles seisma,V,32
meelestama,V,27
meelestatus,S,11
meelest,K,-
meelest minema,V,36
meelest minetama,V,27
meelestuma,V,27
meelestus,S,11
meelesõgedus,S,11
meeletahtsi,D,-
meeletu,A,1
meeletuks minema,V,36
meeletuks tegema,V,28
meeletult,D,-
meeletusk,S,22
meeletus,S,11
meelevald,S,22
meelevaldne,A,2
meelevaldselt,D,-
meeleärevus,S,11
meeleülendus,S,11
Meeli,H,16
meelihaarav,A,2
meelika,S,1
meeliköitev,A,2
meeliköitvalt,D,-
meeliskelema,V,36
meelisklema,V,27
meelisklus,S,11
meelislill,S,22
Meelis,H,9
meelispaik,S,22
meelistegevus,S,11
meelitaja,S,1
meelitama,V,27
meelitamine,S,12
meelitavalt,D,-
meelitav,A,2
meelitis,S,11
meelitlema,V,27
meelitlev,A,2
meelitus,S,11
meelitussõna,S,17
meeliülendav,A,2
meel,S,13
meelne,A,2
meelsamini,D,-
meelsasti,D,-
meelsus,"S,S","11,9"
meeltesegadus,S,11
meeltheitev,A,2
meelt heitma,V,34
meelt lahutama,V,27
meelt liigutama,V,27
meeltliigutav,A,2
meelt muutma,V,34
meeltmööda,D,-
meeltmööda olema,V,36
meeltülendav,A,2
meelus,"S,S","11,9"
meemesilane,S,12
meem,S,22
meene,S,6
meene,A,10
meenis,S,9
meenuma,V,27
meenutama,V,27
meenutamine,S,12
meenutav,A,2
meenutus,S,11
meenuv,A,2
Meerapalu,H,16
Meeri,H,16
meerik,S,2
meer,S,22
meesfiloloog,S,22
meeshing,S,22
meeshääl,S,13
meesinimene,S,12
meesisik,S,2
meeskodanik,S,25
meeskondlik,A,25
meeskond,S,22
meeskonnaga varustama,V,27
meeskonnakaaslane,"S,S","12,10"
meeskonnaliige,S,5
meeskonnatöö,S,26
meeskonnavõistlus,"S,S","11,9"
meeskoor,S,22
meeskriitik,S,2
meeskvartett,S,22
meesliin,S,22
mees,S,13
meesolend,S,2
meespere,S,16
meespoliitik,S,2
meespool,S,13
meesriim,S,22
meessugu,S,18
meessuusataja,S,1
meestejutt,S,22
meestekas,S,2
meestekeskne,A,2
meesterahvas,S,7
meestesugu,S,18
meestesumm,S,22
meestevägi,S,21
meesõpetaja,S,1
Meeta,H,16
meeter,S,2
meetmestik,S,25
meetodipärane,A,10
meetod,S,2
meetrihind,S,22
meetrikaraamat,S,2
meetrika,S,1
meetrine,"A,A","12,10"
meetrum,S,2
mefistolik,A,25
mega,A,-
megabaidine,A,10
megabait,S,22
megabitine,A,10
megafon,S,19
megahertsine,A,10
megaherts,S,22
megaliitne,A,2
megane,A,10
megastaar,S,22
megatonnine,A,10
megatonn,S,22
megavatine,A,10
megavatt,S,22
megavatt-tund,S,22
megavoldine,A,10
megavolt,S,22
megäär,S,22
mehaanika,S,1
mehaanik,S,2
mehaaniline,A,12
mehaaniliselt,D,-
meheaasta,S,1
meheema,S,17
mehehakatis,S,11
mehehääl,S,13
meheiga,S,18
meheisa,S,17
mehejõmakas,S,2
mehekandidaat,S,22
mehekas,A,2
mehekohane,A,10
mehekohasus,S,11
meheks-olemine,S,12
meheleminek,S,2
mehele minema,V,36
mehelepanek,S,2
mehele panema,V,36
mehele saama,V,37
mehelesaamine,S,12
mehelikkus,"S,S","11,9"
mehelik,A,25
mehelikuks muutuma,V,27
mehelikult,D,-
meheline,A,12
mehemini,D,-
mehem,C,2
mehemoodi,A,-
mehemürakas,S,2
mehenaine,S,12
mehenatuke,S,12
mehenäss,S,22
mehepoeg,S,22
mehepõlv,S,22
mehestuma,V,27
mehesõna,S,17
mehetegu,S,18
mehetükk,S,22
mehevend,S,22
mehevääriline,A,12
meheväärne,A,2
meheõde,S,18
mehhaanika,S,1
mehhaanik,S,2
mehhaaniline,A,12
mehhaaniliselt,D,-
mehhanisaator,S,2
mehhaniseerima,V,28
mehhaniseeritus,S,11
mehhaniseeruma,V,27
mehhanism,S,22
mehhanistlik,A,25
mehhanitsism,S,22
mehhatroonika,S,1
mehhiklane,S,12
mehhiklanna,S,16
mehhiko,G,-
Mehhiko,H,1
mehike,S,12
mehikene,S,12
Mehikoorma,H,1
mehine,A,10
mehiselt,D,-
mehisem,C,2
Mehis,H,9
mehistama,V,27
mehistuma,V,27
mehisus,S,11
mehitama,V,27
mehitus,S,11
mehka,A,16
mehkeldaja,S,1
mehkeldama,V,27
mehkeldis,S,11
mehkeldus,S,11
mehu,S,17
meieaegne,A,2
meieisa,G,-
meieisapalve,S,6
meiekant,S,22
meielik,A,25
meiepoolne,A,2
meierei,S,26
meier,S,2
meiesorti,A,-
meiesugune,P,10
meietaoline,"P,P","12,10"
meievaheline,A,12
meigas,S,7
meigieemaldi,S,1
meikar,S,2
meikima,V,28
meik,S,22
meilboks,S,22
meiler,S,2
meilima,V,28
meilitsi,D,-
meil,S,22
Meinard,H,2
Meinhard,H,22
meinstriim,S,22
meioos,S,22
meisel,S,2
meisseni,G,-
Meissen,H,2
meisterdama,V,27
meisterdus,S,11
meisterlikkus,"S,S","11,9"
meisterlik,A,25
meisterlikult,D,-
meistermees,S,13
meister,S,2
meister olema,V,36
meistersinger,S,2
meistervaras,S,7
meistrikas,S,2
meistriklass,S,22
meistriliiga,S,16
meistrimees,S,13
meistrisari,S,24
meistriteos,S,9
meistritiitel,S,2
meistrivõistlus,"S,S","11,9"
meiupuu,S,26
Meiusi,H,16
meka,G,-
Meka,H,16
meka,S,16
mekkima,V,28
mekk,S,22
mekongi,G,-
Mekong,H,22
mekutama,V,27
melamiin,S,22
Melaneesia,H,1
melaneeslane,"S,S","12,10"
melaneeslanna,S,16
melanhoolia,S,1
melanhoolik,S,2
melanhoolitsema,V,27
melanhoolne,A,2
melanhoolselt,D,-
melaniin,S,22
melanism,S,22
melanoom,S,22
melanž,S,22
melass,S,22
melatoniin,S,22
Melbourne,H,22
meldima,V,28
melekas,S,2
melhior,"S,S","19,2"
melioraator,S,2
melioratsioon,S,22
melioreerima,V,28
meliss,S,22
Melitopol,H,2
Melliste,H,1
melodraama,S,16
melodramaatiline,A,12
melomaania,S,1
melomaan,S,22
melon,S,2
meloodiarikas,A,7
meloodia,S,1
meloodika,S,1
meloodiline,A,12
meloodilisus,"S,S","11,9"
melotüüpia,S,1
meltsas,S,7
melu,S,17
Melville,H,22
membraan,S,22
Memento,H,16
memmekas,S,2
memmeke,S,12
memmepoeg,S,22
memmestuma,V,27
memm,S,22
memorandum,S,2
memoreerima,V,28
memoriaal,S,22
memo,S,16
Memphis,H,9
memuaar,S,22
